Hello World!
{
	filename: train-images-idx3-ubyte
	type: train
	magic number: 2051
	images: 1000
	imagesTotal: 60000
	mean: 0.128239
	std. dev.: 0.305139
}
{
	filename: train-labels-idx1-ubyte
	type: train
	magic number: 2049
	images: 1000
	imagesTotal: 60000
	mean: 0.000000
	std. dev.: 0.000000
}
{
	filename: t10k-images-idx3-ubyte
	type: test
	magic number: 2051
	images: 1000
	imagesTotal: 10000
	mean: 0.122265
	std. dev.: 0.298380
}
{
	filename: t10k-labels-idx1-ubyte
	type: test
	magic number: 2049
	images: 1000
	imagesTotal: 10000
	mean: 0.000000
	std. dev.: 0.000000
}
CNN Architecture
CONV {
	input: 1X28X28
	output: 6X24X24
	weights: 6X1X5X5
}
RELU {
	input: 6X24X24
	output: 6X24X24
}
POOL {
	input: 6X24X24
	output: 6X12X12
	pool: 6X2X2
}
CONV {
	input: 6X12X12
	output: 16X8X8
	weights: 16X6X5X5
}
RELU {
	input: 16X8X8
	output: 16X8X8
}
POOL {
	input: 16X8X8
	output: 16X4X4
	pool: 16X2X2
}
FULL {
	input: 16X4X4
	output: 10X1X1
	weights: 10X16X4X4
}
SMAX {
	input: 10X1X1
	output: 10X1X1
}
LOSS {
	input: 10X1X1
	output: 10X1X1
	loss: 0.000000
}

TRAIN START
epoch	batch	image	input	output	pass	loss
0	3	9	4	6	0	2.30269
0	4	0	8	9	0	2.30249
0	4	1	8	9	0	2.30249
0	4	2	7	9	0	2.30257
0	4	3	6	9	0	2.30244
0	4	4	7	9	0	2.30257
0	4	5	1	9	0	2.30284
0	4	6	9	9	1	2.30242
0	4	7	2	9	0	2.30255
0	4	8	6	9	0	2.30244
0	4	9	4	9	0	2.30269
0	5	0	0	6	0	2.30286
0	5	1	4	6	0	2.30269
0	5	2	2	6	0	2.30255
0	5	3	1	6	0	2.30284
0	5	4	2	6	0	2.30255
0	5	5	8	6	0	2.30244
0	5	6	0	6	0	2.30286
0	5	7	9	6	0	2.30242
0	5	8	3	6	0	2.30254
0	5	9	7	6	0	2.30252
0	6	0	2	9	0	2.3025
0	6	1	9	9	1	2.30242
0	6	2	9	9	1	2.30242
0	6	3	1	9	0	2.30284
0	6	4	9	9	1	2.30242
0	6	5	8	9	0	2.30244
0	6	6	7	9	0	2.30252
0	6	7	4	9	0	2.30269
0	6	8	7	9	0	2.30252
0	6	9	8	9	0	2.30244
0	7	0	1	9	0	2.30284
0	7	1	7	9	0	2.30247
0	7	2	1	9	0	2.30284
0	7	3	4	9	0	2.30269
0	7	4	6	9	0	2.30249
0	7	5	7	9	0	2.30247
0	7	6	1	9	0	2.30284
0	7	7	5	9	0	2.30272
0	7	8	8	9	0	2.30239
0	7	9	2	9	0	2.3025
0	8	0	8	9	0	2.30239
0	8	1	2	9	0	2.3025
0	8	2	8	9	0	2.30239
0	8	3	4	9	0	2.30269
0	8	4	1	9	0	2.30274
0	8	5	8	9	0	2.30239
0	8	6	6	9	0	2.30249
0	8	7	4	9	0	2.30269
0	8	8	7	9	0	2.30242
0	8	9	4	9	0	2.30269
0	9	0	2	8	0	2.3025
0	9	1	3	8	0	2.30269
0	9	2	5	8	0	2.30277
0	9	3	3	8	0	2.30269
0	9	4	6	8	0	2.30249
0	9	5	9	8	0	2.30242
0	9	6	3	8	0	2.30269
0	9	7	9	8	0	2.30242
0	9	8	7	8	0	2.30242
0	9	9	5	8	0	2.30277
0	10	0	3	8	0	2.30259
0	10	1	3	8	0	2.30259
0	10	2	2	8	0	2.3025
0	10	3	5	8	0	2.30272
0	10	4	7	8	0	2.30242
0	10	5	6	8	0	2.30249
0	10	6	9	8	0	2.30237
0	10	7	7	8	0	2.30242
0	10	8	9	8	0	2.30237
0	10	9	3	8	0	2.30259
0	11	0	3	9	0	2.30249
0	11	1	7	9	0	2.30237
0	11	2	4	9	0	2.30269
0	11	3	7	9	0	2.30237
0	11	4	3	9	0	2.30249
0	11	5	9	9	1	2.30232
0	11	6	7	9	0	2.30237
0	11	7	9	9	1	2.30232
0	11	8	8	9	0	2.30239
0	11	9	7	9	0	2.30237
0	12	0	7	7	1	2.30222
0	12	1	8	7	0	2.30239
0	12	2	2	7	0	2.30255
0	12	3	2	7	0	2.30255
0	12	4	1	7	0	2.30289
0	12	5	4	7	0	2.30269
0	12	6	0	7	0	2.30311
0	12	7	8	7	0	2.30239
0	12	8	7	7	1	2.30222
0	12	9	8	7	0	2.30239
0	13	0	0	7	0	2.30311
0	13	1	0	7	0	2.30311
0	13	2	3	7	0	2.30249
0	13	3	9	7	0	2.30232
0	13	4	1	7	0	2.30289
0	13	5	3	7	0	2.30249
0	13	6	5	7	0	2.30282
0	13	7	6	7	0	2.30259
0	13	8	2	7	0	2.3025
0	13	9	1	7	0	2.30289
0	14	0	3	7	0	2.30244
0	14	1	2	7	0	2.3025
0	14	2	7	7	1	2.30222
0	14	3	9	7	0	2.30232
0	14	4	0	7	0	2.30306
0	14	5	1	7	0	2.30284
0	14	6	7	7	1	2.30222
0	14	7	4	7	0	2.30274
0	14	8	1	7	0	2.30284
0	14	9	7	7	1	2.30222
0	15	0	6	7	0	2.30264
0	15	1	5	7	0	2.30287
0	15	2	0	7	0	2.30306
0	15	3	8	7	0	2.30239
0	15	4	4	7	0	2.30274
0	15	5	3	7	0	2.30244
0	15	6	2	7	0	2.3025
0	15	7	1	7	0	2.30279
0	15	8	0	7	0	2.30306
0	15	9	2	7	0	2.3025
0	16	0	9	7	0	2.30237
0	16	1	6	7	0	2.30264
0	16	2	7	7	1	2.30217
0	16	3	5	7	0	2.30287
0	16	4	3	7	0	2.30244
0	16	5	4	7	0	2.30274
0	16	6	1	7	0	2.30278
0	16	7	0	7	0	2.30301
0	16	8	5	7	0	2.30287
0	16	9	0	7	0	2.30301
0	17	0	4	7	0	2.30274
0	17	1	2	7	0	2.3025
0	17	2	0	7	0	2.30296
0	17	3	3	7	0	2.30244
0	17	4	2	7	0	2.3025
0	17	5	7	7	1	2.30217
0	17	6	0	7	0	2.30296
0	17	7	0	7	0	2.30296
0	17	8	3	7	0	2.30244
0	17	9	3	7	0	2.30244
0	18	0	7	7	1	2.30217
0	18	1	6	7	0	2.30269
0	18	2	9	7	0	2.30242
0	18	3	7	7	1	2.30217
0	18	4	1	7	0	2.30283
0	18	5	6	7	0	2.30269
0	18	6	2	7	0	2.30245
0	18	7	3	7	0	2.30234
0	18	8	6	7	0	2.30269
0	18	9	8	7	0	2.30249
0	19	0	1	7	0	2.30283
0	19	1	5	7	0	2.30292
0	19	2	9	7	0	2.30242
0	19	3	6	7	0	2.30259
0	19	4	2	7	0	2.30245
0	19	5	1	7	0	2.30283
0	19	6	1	7	0	2.30283
0	19	7	6	7	0	2.30259
0	19	8	9	7	0	2.30242
0	19	9	9	7	0	2.30242
0	20	0	7	7	1	2.30217
0	20	1	1	7	0	2.30273
0	20	2	4	7	0	2.30284
0	20	3	9	7	0	2.30232
0	20	4	6	7	0	2.30254
0	20	5	9	7	0	2.30232
0	20	6	9	7	0	2.30232
0	20	7	5	7	0	2.30292
0	20	8	6	7	0	2.30254
0	20	9	6	7	0	2.30254
0	21	0	0	7	0	2.30301
0	21	1	3	7	0	2.30244
0	21	2	9	7	0	2.30222
0	21	3	3	7	0	2.30244
0	21	4	6	7	0	2.30244
0	21	5	4	7	0	2.30284
0	21	6	9	7	0	2.30222
0	21	7	4	7	0	2.30284
0	21	8	5	7	0	2.30292
0	21	9	0	7	0	2.30301
0	22	0	3	9	0	2.30239
0	22	1	1	9	0	2.30278
0	22	2	5	9	0	2.30292
0	22	3	6	9	0	2.30244
0	22	4	5	9	0	2.30292
0	22	5	1	9	0	2.30278
0	22	6	0	9	0	2.30296
0	22	7	4	9	0	2.30279
0	22	8	4	9	0	2.30279
0	22	9	4	9	0	2.30279
0	23	0	3	9	0	2.30239
0	23	1	3	9	0	2.30239
0	23	2	0	9	0	2.30296
0	23	3	0	9	0	2.30296
0	23	4	1	9	0	2.30273
0	23	5	8	9	0	2.30269
0	23	6	2	9	0	2.3026
0	23	7	1	9	0	2.30273
0	23	8	4	9	0	2.30269
0	23	9	1	9	0	2.30273
0	24	0	1	9	0	2.30263
0	24	1	2	9	0	2.3026
0	24	2	5	9	0	2.30292
0	24	3	8	9	0	2.30269
0	24	4	4	9	0	2.30269
0	24	5	1	9	0	2.30263
0	24	6	8	9	0	2.30269
0	24	7	7	9	0	2.30232
0	24	8	7	9	0	2.30232
0	24	9	5	9	0	2.30292
0	25	0	1	7	0	2.30258
0	25	1	4	7	0	2.30269
0	25	2	8	7	0	2.30264
0	25	3	9	7	0	2.30232
0	25	4	9	7	0	2.30232
0	25	5	3	7	0	2.30239
0	25	6	2	7	0	2.3026
0	25	7	1	7	0	2.30258
0	25	8	1	7	0	2.30258
0	25	9	1	7	0	2.30258
0	26	0	4	9	0	2.30269
0	26	1	1	9	0	2.30243
0	26	2	3	9	0	2.30239
0	26	3	8	9	0	2.30264
0	26	4	5	9	0	2.30292
0	26	5	0	9	0	2.30301
0	26	6	8	9	0	2.30264
0	26	7	1	9	0	2.30243
0	26	8	9	9	1	2.30227
0	26	9	2	9	0	2.3026
0	27	0	9	9	1	2.30227
0	27	1	9	9	1	2.30227
0	27	2	0	9	0	2.30301
0	27	3	9	9	1	2.30227
0	27	4	6	9	0	2.30264
0	27	5	1	9	0	2.30238
0	27	6	3	9	0	2.30239
0	27	7	2	9	0	2.3026
0	27	8	0	9	0	2.30301
0	27	9	8	9	0	2.30259
0	28	0	5	9	0	2.30297
0	28	1	7	9	0	2.30242
0	28	2	5	9	0	2.30297
0	28	3	6	9	0	2.30264
0	28	4	2	9	0	2.3026
0	28	5	2	9	0	2.3026
0	28	6	3	9	0	2.30239
0	28	7	3	9	0	2.30239
0	28	8	4	9	0	2.30274
0	28	9	0	9	0	2.30296
0	29	0	5	9	0	2.30292
0	29	1	4	9	0	2.30274
0	29	2	0	9	0	2.30296
0	29	3	3	9	0	2.30234
0	29	4	3	9	0	2.30234
0	29	5	3	9	0	2.30234
0	29	6	5	9	0	2.30292
0	29	7	9	9	1	2.30222
0	29	8	6	9	0	2.30264
0	29	9	2	9	0	2.30255
0	30	0	1	9	0	2.30248
0	30	1	5	9	0	2.30287
0	30	2	0	9	0	2.30296
0	30	3	1	9	0	2.30248
0	30	4	6	9	0	2.30264
0	30	5	1	9	0	2.30248
0	30	6	2	9	0	2.30255
0	30	7	7	9	0	2.30247
0	30	8	8	9	0	2.30269
0	30	9	5	9	0	2.30287
0	31	0	3	9	0	2.30229
0	31	1	0	9	0	2.30296
0	31	2	2	9	0	2.30255
0	31	3	2	9	0	2.30255
0	31	4	0	9	0	2.30296
0	31	5	0	9	0	2.30296
0	31	6	8	9	0	2.30269
0	31	7	9	9	1	2.30227
0	31	8	4	9	0	2.30279
0	31	9	3	9	0	2.30229
0	32	0	7	3	0	2.30252
0	32	1	1	3	0	2.30243
0	32	2	5	3	0	2.30287
0	32	3	7	3	0	2.30252
0	32	4	1	3	0	2.30243
0	32	5	8	3	0	2.30269
0	32	6	6	3	0	2.30269
0	32	7	4	3	0	2.30279
0	32	8	3	3	1	2.30224
0	32	9	4	3	0	2.30279
0	33	0	4	3	0	2.30274
0	33	1	7	3	0	2.30247
0	33	2	9	3	0	2.30232
0	33	3	7	3	0	2.30247
0	33	4	5	3	0	2.30287
0	33	5	8	3	0	2.30269
0	33	6	4	3	0	2.30274
0	33	7	7	3	0	2.30247
0	33	8	1	3	0	2.30238
0	33	9	3	3	1	2.30224
0	34	0	1	3	0	2.30238
0	34	1	2	3	0	2.3026
0	34	2	9	3	0	2.30232
0	34	3	7	3	0	2.30237
0	34	4	1	3	0	2.30238
0	34	5	9	3	0	2.30232
0	34	6	7	3	0	2.30237
0	34	7	4	3	0	2.30269
0	34	8	6	3	0	2.30274
0	34	9	5	3	0	2.30287
0	35	0	3	9	0	2.30229
0	35	1	5	9	0	2.30287
0	35	2	6	9	0	2.30274
0	35	3	1	9	0	2.30233
0	35	4	9	9	1	2.30227
0	35	5	4	9	0	2.30269
0	35	6	0	9	0	2.30301
0	35	7	2	9	0	2.3026
0	35	8	6	9	0	2.30274
0	35	9	5	9	0	2.30287
0	36	0	8	9	0	2.30279
0	36	1	8	9	0	2.30279
0	36	2	7	9	0	2.30237
0	36	3	7	9	0	2.30237
0	36	4	6	9	0	2.30269
0	36	5	4	9	0	2.30269
0	36	6	4	9	0	2.30269
0	36	7	8	9	0	2.30279
0	36	8	9	9	1	2.30227
0	36	9	6	9	0	2.30269
0	37	0	7	9	0	2.30232
0	37	1	8	9	0	2.30269
0	37	2	3	9	0	2.30234
0	37	3	1	9	0	2.30239
0	37	4	4	9	0	2.30264
0	37	5	4	9	0	2.30264
0	37	6	9	9	1	2.30227
0	37	7	7	9	0	2.30232
0	37	8	8	9	0	2.30269
0	37	9	3	9	0	2.30234
0	38	0	1	9	0	2.30239
0	38	1	7	9	0	2.30227
0	38	2	5	9	0	2.30292
0	38	3	8	9	0	2.30264
0	38	4	5	9	0	2.30292
0	38	5	1	9	0	2.30239
0	38	6	7	9	0	2.30227
0	38	7	4	9	0	2.30259
0	38	8	6	9	0	2.30269
0	38	9	1	9	0	2.30239
0	39	0	6	7	0	2.30269
0	39	1	2	7	0	2.30275
0	39	2	1	7	0	2.30229
0	39	3	4	7	0	2.30259
0	39	4	4	7	0	2.30259
0	39	5	4	7	0	2.30259
0	39	6	6	7	0	2.30269
0	39	7	5	7	0	2.30287
0	39	8	1	7	0	2.30229
0	39	9	5	7	0	2.30287
0	40	0	7	1	0	2.30227
0	40	1	7	1	0	2.30227
0	40	2	5	1	0	2.30282
0	40	3	7	1	0	2.30227
0	40	4	2	1	0	2.30275
0	40	5	0	1	0	2.3032
0	40	6	0	1	0	2.3032
0	40	7	8	1	0	2.30269
0	40	8	4	1	0	2.30249
0	40	9	8	1	0	2.30269
0	41	0	4	7	0	2.30249
0	41	1	2	7	0	2.30275
0	41	2	3	7	0	2.30244
0	41	3	7	7	1	2.30217
0	41	4	2	7	0	2.30275
0	41	5	4	7	0	2.30249
0	41	6	3	7	0	2.30244
0	41	7	4	7	0	2.30249
0	41	8	2	7	0	2.30275
0	41	9	9	7	0	2.30242
0	42	0	5	7	0	2.30287
0	42	1	4	7	0	2.30239
0	42	2	6	7	0	2.30274
0	42	3	8	7	0	2.30269
0	42	4	5	7	0	2.30287
0	42	5	6	7	0	2.30274
0	42	6	8	7	0	2.30269
0	42	7	5	7	0	2.30287
0	42	8	6	7	0	2.30274
0	42	9	2	7	0	2.30265
0	43	0	6	7	0	2.30264
0	43	1	6	7	0	2.30264
0	43	2	2	7	0	2.30265
0	43	3	5	7	0	2.30277
0	43	4	6	7	0	2.30264
0	43	5	2	7	0	2.30265
0	43	6	4	7	0	2.30239
0	43	7	9	7	0	2.30247
0	43	8	0	7	0	2.30325
0	43	9	3	7	0	2.30244
0	44	0	8	7	0	2.30269
0	44	1	0	7	0	2.30325
0	44	2	0	7	0	2.30325
0	44	3	0	7	0	2.30325
0	44	4	1	7	0	2.30244
0	44	5	3	7	0	2.30244
0	44	6	9	7	0	2.30247
0	44	7	1	7	0	2.30244
0	44	8	4	7	0	2.30239
0	44	9	1	7	0	2.30244
0	45	0	4	7	0	2.30239
0	45	1	2	7	0	2.30265
0	45	2	8	7	0	2.30269
0	45	3	5	7	0	2.30282
0	45	4	8	7	0	2.30269
0	45	5	0	7	0	2.30315
0	45	6	2	7	0	2.30265
0	45	7	3	7	0	2.30244
0	45	8	7	7	1	2.30232
0	45	9	4	7	0	2.30239
0	46	0	1	7	0	2.30239
0	46	1	7	7	1	2.30232
0	46	2	7	7	1	2.30232
0	46	3	1	7	0	2.30239
0	46	4	6	7	0	2.30264
0	46	5	2	7	0	2.3026
0	46	6	4	7	0	2.30234
0	46	7	8	7	0	2.30264
0	46	8	9	7	0	2.30252
0	46	9	8	7	0	2.30264
0	47	0	5	7	0	2.30287
0	47	1	4	7	0	2.30234
0	47	2	1	7	0	2.30234
0	47	3	9	7	0	2.30252
0	47	4	3	7	0	2.30249
0	47	5	2	7	0	2.3026
0	47	6	1	7	0	2.30234
0	47	7	3	7	0	2.30249
0	47	8	4	7	0	2.30234
0	47	9	7	7	1	2.30227
0	48	0	0	7	0	2.30325
0	48	1	1	7	0	2.30229
0	48	2	0	7	0	2.30325
0	48	3	1	7	0	2.30229
0	48	4	2	7	0	2.3026
0	48	5	3	7	0	2.30244
0	48	6	7	7	1	2.30227
0	48	7	2	7	0	2.3026
0	48	8	2	7	0	2.3026
0	48	9	3	7	0	2.30244
0	49	0	4	1	0	2.30234
0	49	1	8	1	0	2.30269
0	49	2	8	1	0	2.30269
0	49	3	7	1	0	2.30227
0	49	4	7	1	0	2.30227
0	49	5	1	1	1	2.30224
0	49	6	1	1	1	2.30224
0	49	7	5	1	0	2.30292
0	49	8	3	1	0	2.30239
0	49	9	7	1	0	2.30227
0	50	0	8	7	0	2.30264
0	50	1	7	7	1	2.30217
0	50	2	5	7	0	2.30292
0	50	3	6	7	0	2.30279
0	50	4	5	7	0	2.30292
0	50	5	6	7	0	2.30279
0	50	6	6	7	0	2.30279
0	50	7	6	7	0	2.30279
0	50	8	3	7	0	2.30239
0	50	9	2	7	0	2.30255
0	51	0	7	7	1	2.30217
0	51	1	6	7	0	2.30264
0	51	2	9	7	0	2.30267
0	51	3	5	7	0	2.30287
0	51	4	8	7	0	2.30264
0	51	5	0	7	0	2.3033
0	51	6	1	7	0	2.30224
0	51	7	9	7	0	2.30267
0	51	8	2	7	0	2.30255
0	51	9	2	7	0	2.30255
0	52	0	3	7	0	2.30244
0	52	1	5	7	0	2.30287
0	52	2	1	7	0	2.30224
0	52	3	2	7	0	2.3025
0	52	4	4	7	0	2.30244
0	52	5	5	7	0	2.30287
0	52	6	1	7	0	2.30224
0	52	7	8	7	0	2.30264
0	52	8	7	7	1	2.30217
0	52	9	9	7	0	2.30262
0	53	0	7	7	1	2.30217
0	53	1	2	7	0	2.3025
0	53	2	8	7	0	2.30264
0	53	3	3	7	0	2.30244
0	53	4	4	7	0	2.30244
0	53	5	4	7	0	2.30244
0	53	6	0	7	0	2.30335
0	53	7	6	7	0	2.30269
0	53	8	5	7	0	2.30282
0	53	9	0	7	0	2.30335
0	54	0	8	7	0	2.30264
0	54	1	1	7	0	2.30224
0	54	2	8	7	0	2.30264
0	54	3	9	7	0	2.30267
0	54	4	1	7	0	2.30224
0	54	5	0	7	0	2.3033
0	54	6	2	7	0	2.3025
0	54	7	9	7	0	2.30267
0	54	8	0	7	0	2.3033
0	54	9	4	7	0	2.30239
0	55	0	4	1	0	2.30239
0	55	1	4	1	0	2.30239
0	55	2	9	1	0	2.30262
0	55	3	1	1	1	2.30219
0	55	4	1	1	1	2.30219
0	55	5	1	1	1	2.30219
0	55	6	4	1	0	2.30239
0	55	7	1	1	1	2.30219
0	55	8	6	1	0	2.30274
0	55	9	5	1	0	2.30287
0	56	0	0	1	0	2.3033
0	56	1	9	1	0	2.30262
0	56	2	7	1	0	2.30227
0	56	3	7	1	0	2.30227
0	56	4	7	1	0	2.30227
0	56	5	0	1	0	2.3033
0	56	6	5	1	0	2.30287
0	56	7	2	1	0	2.30255
0	56	8	2	1	0	2.30255
0	56	9	9	1	0	2.30262
0	57	0	4	1	0	2.30234
0	57	1	2	1	0	2.3025
0	57	2	9	1	0	2.30257
0	57	3	3	1	0	2.30259
0	57	4	5	1	0	2.30287
0	57	5	4	1	0	2.30234
0	57	6	2	1	0	2.3025
0	57	7	4	1	0	2.30234
0	57	8	4	1	0	2.30234
0	57	9	5	1	0	2.30287
0	58	0	8	1	0	2.30274
0	58	1	0	1	0	2.3033
0	58	2	6	1	0	2.30284
0	58	3	1	1	1	2.30214
0	58	4	6	1	0	2.30284
0	58	5	8	1	0	2.30274
0	58	6	4	1	0	2.30219
0	58	7	7	1	0	2.30222
0	58	8	3	1	0	2.30259
0	58	9	1	1	1	2.30214
0	59	0	3	1	0	2.30259
0	59	1	5	1	0	2.30287
0	59	2	3	1	0	2.30259
0	59	3	9	1	0	2.30262
0	59	4	9	1	0	2.30262
0	59	5	9	1	0	2.30262
0	59	6	0	1	0	2.3033
0	59	7	7	1	0	2.30222
0	59	8	0	1	0	2.3033
0	59	9	0	1	0	2.3033
0	60	0	0	1	0	2.3032
0	60	1	3	1	0	2.30254
0	60	2	5	1	0	2.30287
0	60	3	3	1	0	2.30254
0	60	4	8	1	0	2.30274
0	60	5	5	1	0	2.30287
0	60	6	5	1	0	2.30287
0	60	7	9	1	0	2.30252
0	60	8	4	1	0	2.30224
0	60	9	9	1	0	2.30252
0	61	0	2	1	0	2.3026
0	61	1	9	1	0	2.30247
0	61	2	3	1	0	2.30249
0	61	3	9	1	0	2.30247
0	61	4	8	1	0	2.30274
0	61	5	7	1	0	2.30227
0	61	6	0	1	0	2.3032
0	61	7	3	1	0	2.30249
0	61	8	9	1	0	2.30247
0	61	9	8	1	0	2.30274
0	62	0	2	1	0	2.3026
0	62	1	0	1	0	2.3032
0	62	2	7	1	0	2.30227
0	62	3	4	1	0	2.30229
0	62	4	6	1	0	2.30294
0	62	5	6	1	0	2.30294
0	62	6	1	1	1	2.30224
0	62	7	6	1	0	2.30294
0	62	8	2	1	0	2.3026
0	62	9	6	1	0	2.30294
0	63	0	7	1	0	2.30227
0	63	1	4	1	0	2.30229
0	63	2	9	1	0	2.30242
0	63	3	2	1	0	2.30255
0	63	4	9	1	0	2.30242
0	63	5	7	1	0	2.30227
0	63	6	2	1	0	2.30255
0	63	7	7	1	0	2.30227
0	63	8	3	1	0	2.30249
0	63	9	3	1	0	2.30249
0	64	0	7	7	1	2.30217
0	64	1	8	7	0	2.30279
0	64	2	4	7	0	2.30229
0	64	3	5	7	0	2.30292
0	64	4	4	7	0	2.30229
0	64	5	9	7	0	2.30237
0	64	6	6	7	0	2.30284
0	64	7	6	7	0	2.30284
0	64	8	3	7	0	2.30244
0	64	9	4	7	0	2.30229
0	65	0	6	7	0	2.30279
0	65	1	0	7	0	2.3033
0	65	2	2	7	0	2.30255
0	65	3	7	7	1	2.30217
0	65	4	6	7	0	2.30279
0	65	5	0	7	0	2.3033
0	65	6	7	7	1	2.30217
0	65	7	8	7	0	2.30279
0	65	8	6	7	0	2.30279
0	65	9	0	7	0	2.3033
0	66	0	8	7	0	2.30279
0	66	1	9	7	0	2.30242
0	66	2	6	7	0	2.30268
0	66	3	9	7	0	2.30242
0	66	4	6	7	0	2.30268
0	66	5	0	7	0	2.3032
0	66	6	2	7	0	2.30255
0	66	7	4	7	0	2.30224
0	66	8	3	7	0	2.30249
0	66	9	2	7	0	2.30255
0	67	0	5	7	0	2.30302
0	67	1	1	7	0	2.30244
0	67	2	9	7	0	2.30237
0	67	3	0	7	0	2.3032
0	67	4	9	7	0	2.30237
0	67	5	5	7	0	2.30302
0	67	6	6	7	0	2.30263
0	67	7	6	7	0	2.30263
0	67	8	5	7	0	2.30302
0	67	9	1	7	0	2.30244
0	68	0	9	7	0	2.30232
0	68	1	7	7	1	2.30222
0	68	2	9	7	0	2.30232
0	68	3	5	7	0	2.30292
0	68	4	1	7	0	2.30239
0	68	5	3	7	0	2.30254
0	68	6	9	7	0	2.30232
0	68	7	0	7	0	2.3032
0	68	8	6	7	0	2.30258
0	68	9	2	7	0	2.30255
0	69	0	7	9	0	2.30222
0	69	1	1	9	0	2.30239
0	69	2	0	9	0	2.3032
0	69	3	4	9	0	2.30234
0	69	4	1	9	0	2.30239
0	69	5	8	9	0	2.30289
0	69	6	6	9	0	2.30258
0	69	7	0	9	0	2.3032
0	69	8	7	9	0	2.30222
0	69	9	3	9	0	2.30254
0	70	0	4	7	0	2.30234
0	70	1	2	7	0	2.3026
0	70	2	1	7	0	2.30234
0	70	3	1	7	0	2.30234
0	70	4	1	7	0	2.30234
0	70	5	2	7	0	2.3026
0	70	6	3	7	0	2.30254
0	70	7	7	7	1	2.30217
0	70	8	8	7	0	2.30289
0	70	9	2	7	0	2.3026
0	71	0	0	7	0	2.3032
0	71	1	9	7	0	2.30232
0	71	2	6	7	0	2.30263
0	71	3	7	7	1	2.30217
0	71	4	9	7	0	2.30232
0	71	5	7	7	1	2.30217
0	71	6	4	7	0	2.30234
0	71	7	0	7	0	2.3032
0	71	8	4	7	0	2.30234
0	71	9	5	7	0	2.30302
0	72	0	2	7	0	2.30255
0	72	1	7	7	1	2.30212
0	72	2	0	7	0	2.30315
0	72	3	7	7	1	2.30212
0	72	4	2	7	0	2.30255
0	72	5	1	7	0	2.30229
0	72	6	1	7	0	2.30229
0	72	7	6	7	0	2.30263
0	72	8	4	7	0	2.30229
0	72	9	1	7	0	2.30229
0	73	0	8	7	0	2.30299
0	73	1	7	7	1	2.30207
0	73	2	6	7	0	2.30263
0	73	3	3	7	0	2.30264
0	73	4	0	7	0	2.30315
0	73	5	8	7	0	2.30299
0	73	6	2	7	0	2.3025
0	73	7	3	7	0	2.30264
0	73	8	5	7	0	2.30307
0	73	9	0	7	0	2.30315
0	74	0	9	7	0	2.30237
0	74	1	3	7	0	2.30259
0	74	2	0	7	0	2.3031
0	74	3	9	7	0	2.30237
0	74	4	5	7	0	2.30307
